name,time,addr,device,mean,rssi
rssi,1676033876671758000,d74adea29cf7,rasp0,-51,-51
rssi,1676033877202217000,d74adea29cf7,rasp0,-51,-51
rssi,1676033877735869000,d74adea29cf7,rasp0,-51.333333333333336,-52
rssi,1676033878352378000,d74adea29cf7,rasp0,-51.25,-51
rssi,1676033879251296000,d74adea29cf7,rasp0,-51.2,-51
rssi,1676033879885254000,d74adea29cf7,rasp0,-51,-50
rssi,1676033880192435000,d74adea29cf7,rasp0,-50.714285714285715,-49
rssi,1676033880692456000,d74adea29cf7,rasp0,-50.375,-48
rssi,1676033881197212000,d74adea29cf7,rasp0,-49.77777777777778,-45
rssi,1676033881666071000,d74adea29cf7,rasp0,-49.4,-46
rssi,1676033882170019000,d74adea29cf7,rasp0,-49,-47
rssi,1676033883679755000,d74adea29cf7,rasp0,-48.5,-46
rssi,1676033884190957000,d74adea29cf7,rasp0,-47.6,-43
rssi,1676033884689422000,d74adea29cf7,rasp0,-46.7,-42
rssi,1676033885234161000,d74adea29cf7,rasp0,-46.3,-47
rssi,1676033885693254000,d74adea29cf7,rasp0,-46.1,-48
rssi,1676033887163989000,d74adea29cf7,rasp0,-45.5,-43
rssi,1676033887667908000,d74adea29cf7,rasp0,-45.1,-44
rssi,1676033888195990000,d74adea29cf7,rasp0,-45,-44
rssi,1676033888679615000,d74adea29cf7,rasp0,-44.8,-44
rssi,1676033889187454000,d74adea29cf7,rasp0,-44.3,-42
rssi,1676033889692215000,d74adea29cf7,rasp0,-44.1,-44
rssi,1676033890705910000,d74adea29cf7,rasp0,-44,-42
rssi,1676033891207364000,d74adea29cf7,rasp0,-44.6,-48
rssi,1676033893182385000,d74adea29cf7,rasp0,-44.5,-46
rssi,1676033893683208000,d74adea29cf7,rasp0,-44.5,-48
rssi,1676033894198281000,d74adea29cf7,rasp0,-44.8,-46
rssi,1676033896200258000,d74adea29cf7,rasp0,-45,-46
rssi,1676033896659832000,d74adea29cf7,rasp0,-45.3,-47
rssi,1676033898689722000,d74adea29cf7,rasp0,-47.2,-63
rssi,1676033899194441000,d74adea29cf7,rasp0,-49.1,-61
rssi,1676033899696319000,d74adea29cf7,rasp0,-50.5,-58
rssi,1676033900200802000,d74adea29cf7,rasp0,-52.4,-61
rssi,1676033902168169000,d74adea29cf7,rasp0,-52.2,-46
rssi,1676033903176475000,d74adea29cf7,rasp0,-52.2,-46
rssi,1676033903720149000,d74adea29cf7,rasp0,-51.7,-43
rssi,1676033904190217000,d74adea29cf7,rasp0,-51.3,-42
rssi,1676033905201807000,d74adea29cf7,rasp0,-50.9,-42
rssi,1676033905704731000,d74adea29cf7,rasp0,-50.7,-45
rssi,1676033906655659000,d74adea29cf7,rasp0,-49,-46
rssi,1676033907238511000,d74adea29cf7,rasp0,-47.2,-43
rssi,1676033907656708000,d74adea29cf7,rasp0,-45.9,-45
rssi,1676033908166924000,d74adea29cf7,rasp0,-44.3,-45
rssi,1676033908672301000,d74adea29cf7,rasp0,-43.8,-41
rssi,1676033909176813000,d74adea29cf7,rasp0,-43.7,-45
rssi,1676033909679873000,d74adea29cf7,rasp0,-43.6,-42
rssi,1676033910796069000,d74adea29cf7,rasp0,-44,-46
rssi,1676033911196211000,d74adea29cf7,rasp0,-44.3,-45
rssi,1676033912161163000,d74adea29cf7,rasp0,-43.9,-41
rssi,1676033912670779000,d74adea29cf7,rasp0,-43.7,-44
rssi,1676033913174856000,d74adea29cf7,rasp0,-43.7,-43
rssi,1676033913680566000,d74adea29cf7,rasp0,-43.7,-45
rssi,1676033914182688000,d74adea29cf7,rasp0,-43.7,-45
rssi,1676033914683984000,d74adea29cf7,rasp0,-43.9,-43
rssi,1676033915686059000,d74adea29cf7,rasp0,-44,-46
rssi,1676033916250882000,d74adea29cf7,rasp0,-44.1,-43
rssi,1676033916872912000,d74adea29cf7,rasp0,-44.1,-46
rssi,1676033917156230000,d74adea29cf7,rasp0,-43.9,-43
rssi,1676033918169448000,d74adea29cf7,rasp0,-44.1,-43
rssi,1676033918690641000,d74adea29cf7,rasp0,-43.9,-42
rssi,1676033919784929000,d74adea29cf7,rasp0,-43.7,-41
rssi,1676033920684212000,d74adea29cf7,rasp0,-43.8,-46
rssi,1676033921759310000,d74adea29cf7,rasp0,-43.4,-41
rssi,1676033922154415000,d74adea29cf7,rasp0,-43.6,-45
rssi,1676033922655088000,d74adea29cf7,rasp0,-43.1,-41
rssi,1676033923165429000,d74adea29cf7,rasp0,-43.4,-46
rssi,1676033924177068000,d74adea29cf7,rasp0,-42.9,-41
rssi,1676033924680128000,d74adea29cf7,rasp0,-42.9,-43
rssi,1676033926199670000,d74adea29cf7,rasp0,-42.8,-42
rssi,1676033926646450000,d74adea29cf7,rasp0,-42.8,-42
rssi,1676033929167800000,d74adea29cf7,rasp0,-43,-43
rssi,1676033930178552000,d74adea29cf7,rasp0,-42.7,-43
rssi,1676033931197056000,d74adea29cf7,rasp0,-43.1,-45
rssi,1676033932142013000,d74adea29cf7,rasp0,-42.8,-42
rssi,1676033932646748000,d74adea29cf7,rasp0,-43.2,-45
rssi,1676033933153308000,d74adea29cf7,rasp0,-42.8,-42
rssi,1676033933666881000,d74adea29cf7,rasp0,-42.9,-42
