name,time,addr,device,mean,rssi,
rssi,1675253090897092000,d74adea29cf7,rasp0,-58,-60,
rssi,1675253091397540000,d74adea29cf7,rasp0,-58.9,-64,
rssi,1675253092361343000,d74adea29cf7,rasp0,-59,-57,
rssi,1675253093369957000,d74adea29cf7,rasp0,-59.6,-60,
rssi,1675253093870135000,d74adea29cf7,rasp0,-60.1,-65,
rssi,1675253094373200000,d74adea29cf7,rasp0,-60.1,-55,
rssi,1675253094878398000,d74adea29cf7,rasp0,-60.5,-58,
rssi,1675253095879830000,d74adea29cf7,rasp0,-59.2,-55,
rssi,1675253096353637000,d74adea29cf7,rasp0,-59.4,-60,
rssi,1675253097361962000,d74adea29cf7,rasp0,-59.5,-61,
rssi,1675253099371258000,d74adea29cf7,rasp0,-59.5,-60,
rssi,1675253099902623000,d74adea29cf7,rasp0,-58.9,-58,
rssi,1675253100877690000,d74adea29cf7,rasp0,-60.6,-74,
rssi,1675253101360855000,d74adea29cf7,rasp0,-62.2,-76,
rssi,1675253102341131000,d74adea29cf7,rasp0,-63.3,-76,
rssi,1675253103352963000,d74adea29cf7,rasp0,-65.7,-79,
rssi,1675253103861056000,d74adea29cf7,rasp0,-65.9,-60,
rssi,1675253104365609000,d74adea29cf7,rasp0,-66.3,-59,
rssi,1675253104871046000,d74adea29cf7,rasp0,-66.2,-59,
rssi,1675253105385076000,d74adea29cf7,rasp0,-67,-69,
rssi,1675253106342521000,d74adea29cf7,rasp0,-66.8,-58,
rssi,1675253107355657000,d74adea29cf7,rasp0,-66.8,-58,
rssi,1675253107856967000,d74adea29cf7,rasp0,-65.2,-58,
rssi,1675253108367205000,d74adea29cf7,rasp0,-63.5,-59,
rssi,1675253108873318000,d74adea29cf7,rasp0,-63.4,-75,
rssi,1675253109889184000,d74adea29cf7,rasp0,-61.3,-58,
rssi,1675253110397732000,d74adea29cf7,rasp0,-62.2,-69,
rssi,1675253110907026000,d74adea29cf7,rasp0,-63.1,-68,
rssi,1675253111554846000,d74adea29cf7,rasp0,-63.9,-67,
rssi,1675253111945346000,d74adea29cf7,rasp0,-63,-60,
rssi,1675253113363646000,d74adea29cf7,rasp0,-63.3,-61,
rssi,1675253113871575000,d74adea29cf7,rasp0,-63.5,-60,
rssi,1675253114428483000,d74adea29cf7,rasp0,-63.5,-58,
rssi,1675253114875695000,d74adea29cf7,rasp0,-63.4,-58,
rssi,1675253115383479000,d74adea29cf7,rasp0,-61.9,-60,
rssi,1675253116176001000,d74adea29cf7,rasp0,-61.7,-56,
rssi,1675253116343684000,d74adea29cf7,rasp0,-60.8,-60,
rssi,1675253117865425000,d74adea29cf7,rasp0,-59.9,-59,
rssi,1675253118369446000,d74adea29cf7,rasp0,-59.1,-59,
rssi,1675253118874802000,d74adea29cf7,rasp0,-58.9,-58,
rssi,1675253119375908000,d74adea29cf7,rasp0,-58.7,-59,
rssi,1675253120893470000,d74adea29cf7,rasp0,-58.7,-60,
rssi,1675253121344128000,d74adea29cf7,rasp0,-58.9,-60,
rssi,1675253419854297000,d74adea29cf7,rasp0,-59,-59,
rssi,1675253420352470000,d74adea29cf7,rasp0,-62,-65,
rssi,1675253422008893000,d74adea29cf7,rasp0,-61.66666667,-61,
rssi,1675253422842419000,d74adea29cf7,rasp0,-61,-59,
rssi,1675253423405451000,d74adea29cf7,rasp0,-61.2,-62,
rssi,1675253423845023000,d74adea29cf7,rasp0,-61.83333333,-65,
rssi,1675253425366819000,d74adea29cf7,rasp0,-61.71428571,-61,
rssi,1675253425982000000,d74adea29cf7,rasp0,-61.5,-60,
rssi,1675253427331818000,d74adea29cf7,rasp0,-62.11111111,-67,
rssi,1675253427837466000,d74adea29cf7,rasp0,-62.1,-62,
rssi,1675253428344215000,d74adea29cf7,rasp0,-62.3,-61,
rssi,1675253429353217000,d74adea29cf7,rasp0,-62.2,-64,
rssi,1675253429859819000,d74adea29cf7,rasp0,-62.2,-61,
rssi,1675253430368243000,d74adea29cf7,rasp0,-62.8,-65,
rssi,1675253430869276000,d74adea29cf7,rasp0,-63.5,-69,
rssi,1675253431863895000,d74adea29cf7,rasp0,-63.2,-62,
rssi,1675253432323225000,d74adea29cf7,rasp0,-63.2,-61,
rssi,1675253433009822000,d74adea29cf7,rasp0,-63.3,-61,
rssi,1675253433333895000,d74adea29cf7,rasp0,-62.3,-57,
rssi,1675253434341979000,d74adea29cf7,rasp0,-61.7,-56,
rssi,1675253436319990000,d74adea29cf7,rasp0,-61.5,-59,
rssi,1675253437834859000,d74adea29cf7,rasp0,-61.9,-68,
rssi,1675253438845536000,d74adea29cf7,rasp0,-61.7,-59,
rssi,1675253439352439000,d74adea29cf7,rasp0,-61.1,-59,
rssi,1675253440355606000,d74adea29cf7,rasp0,-60,-58,
rssi,1675253441829233000,d74adea29cf7,rasp0,-61.7,-79,
rssi,1675253442839906000,d74adea29cf7,rasp0,-61.5,-59,
rssi,1675253443349226000,d74adea29cf7,rasp0,-61.2,-58,
rssi,1675253444359302000,d74adea29cf7,rasp0,-61.3,-58,
rssi,1675253444866714000,d74adea29cf7,rasp0,-61.5,-58,
rssi,1675253445879700000,d74adea29cf7,rasp0,-61.4,-58,
rssi,1675253447333480000,d74adea29cf7,rasp0,-60.5,-59,
rssi,1675253447835596000,d74adea29cf7,rasp0,-60.6,-60,
rssi,1675253448850033000,d74adea29cf7,rasp0,-60.5,-58,
rssi,1675253450874235000,d74adea29cf7,rasp0,-60.5,-58,
rssi,1675253451320160000,d74adea29cf7,rasp0,-59.1,-65,
rssi,1675253452426912000,d74adea29cf7,rasp0,-59.7,-65,
rssi,1675253453353377000,d74adea29cf7,rasp0,-59.7,-58,
rssi,1675253453856869000,d74adea29cf7,rasp0,-60.5,-66,
rssi,1675253454362619000,d74adea29cf7,rasp0,-60.7,-60,
rssi,1675253454867295000,d74adea29cf7,rasp0,-60.7,-58,
rssi,1675253455374223000,d74adea29cf7,rasp0,-61.5,-67,
rssi,1675253456554133000,d74adea29cf7,rasp0,-61.2,-57,
rssi,1675253456825838000,d74adea29cf7,rasp0,-61.7,-63,
rssi,1675253457329111000,d74adea29cf7,rasp0,-62.3,-64,
rssi,1675253457873066000,d74adea29cf7,rasp0,-62.5,-67,
rssi,1675253458336538000,d74adea29cf7,rasp0,-62.6,-66,
rssi,1675253458839272000,d74adea29cf7,rasp0,-62.6,-58,
rssi,1675253459340514000,d74adea29cf7,rasp0,-61.7,-57,
rssi,1675253459840215000,d74adea29cf7,rasp0,-61.5,-58,
rssi,1675253461317404000,d74adea29cf7,rasp0,-63,-73,
rssi,1675253462330223000,d74adea29cf7,rasp0,-63.8,-75,
rssi,1675253462832085000,d74adea29cf7,rasp0,-65.7,-76,
rssi,1675253464852950000,d74adea29cf7,rasp0,-65.6,-62,
rssi,1675253465352172000,d74adea29cf7,rasp0,-65.4,-62,
rssi,1675253465871918000,d74adea29cf7,rasp0,-65.3,-66,
rssi,1675253466415288000,d74adea29cf7,rasp0,-64.4,-57,
rssi,1675253466827734000,d74adea29cf7,rasp0,-65.1,-65,
rssi,1675253467838865000,d74adea29cf7,rasp0,-65.3,-59,
rssi,1675253469347338000,d74adea29cf7,rasp0,-66.5,-70,
rssi,1675253471319164000,d74adea29cf7,rasp0,-66.9,-77,
rssi,1675253472331556000,d74adea29cf7,rasp0,-66.2,-68,
rssi,1675253472834951000,d74adea29cf7,rasp0,-65.3,-67,
rssi,1675253476322818000,d74adea29cf7,rasp0,-64.9,-58,
rssi,1675253476827951000,d74adea29cf7,rasp0,-64.6,-59,
rssi,1675253477336209000,d74adea29cf7,rasp0,-64.1,-61,
rssi,1675253477838620000,d74adea29cf7,rasp0,-64.6,-62,
rssi,1675253479356940000,d74adea29cf7,rasp0,-64,-59,
rssi,1675253480875448000,d74adea29cf7,rasp0,-65.5,-74,
rssi,1675253969260113000,d74adea29cf7,rasp0,-70,-70,
rssi,1675253971761913000,d74adea29cf7,rasp0,-70,-70,
rssi,1675253972743325000,d74adea29cf7,rasp0,-72.33333333,-77,
rssi,1675253975768705000,d74adea29cf7,rasp0,-69.75,-62,
rssi,1675253976724699000,d74adea29cf7,rasp0,-69.4,-68,
rssi,1675253980249053000,d74adea29cf7,rasp0,-71.66666667,-83,
rssi,1675253981732020000,d74adea29cf7,rasp0,-71.42857143,-70,
rssi,1675253982743194000,d74adea29cf7,rasp0,-71.5,-72,
rssi,1675253983753492000,d74adea29cf7,rasp0,-70.77777778,-65,
rssi,1675253984766233000,d74adea29cf7,rasp0,-70.5,-68,
rssi,1675253987232846000,d74adea29cf7,rasp0,-70.6,-71,
rssi,1675253990379714000,d74adea29cf7,rasp0,-70.3,-67,
rssi,1675253990807067000,d74adea29cf7,rasp0,-69.5,-69,
rssi,1675253991729083000,d74adea29cf7,rasp0,-70.1,-68,
rssi,1675253992232453000,d74adea29cf7,rasp0,-70.7,-74,
rssi,1675253992742094000,d74adea29cf7,rasp0,-69.2,-68,
rssi,1675253993746598000,d74adea29cf7,rasp0,-68.3,-61,
rssi,1675253994248612000,d74adea29cf7,rasp0,-67.4,-63,
rssi,1675253994755781000,d74adea29cf7,rasp0,-67.2,-63,
rssi,1675253995262752000,d74adea29cf7,rasp0,-67.2,-68,
rssi,1675253996218837000,d74adea29cf7,rasp0,-66.3,-62,
rssi,1675253996723378000,d74adea29cf7,rasp0,-65.5,-59,
rssi,1675253997231965000,d74adea29cf7,rasp0,-64.9,-63,
rssi,1675253998241652000,d74adea29cf7,rasp0,-64.6,-65,
rssi,1675253998821591000,d74adea29cf7,rasp0,-63.9,-67,
rssi,1675253999250310000,d74adea29cf7,rasp0,-63.5,-64,
rssi,1675253999758927000,d74adea29cf7,rasp0,-63.6,-62,
rssi,1675254001219477000,d74adea29cf7,rasp0,-64.9,-76,
rssi,1675254002224767000,d74adea29cf7,rasp0,-66.5,-79,
rssi,1675254002726927000,d74adea29cf7,rasp0,-67.6,-79,
rssi,1675254004746313000,d74adea29cf7,rasp0,-67.7,-63,
rssi,1675254006726093000,d74adea29cf7,rasp0,-67.8,-60,
rssi,1675254008240962000,d74adea29cf7,rasp0,-67.3,-58,
rssi,1675254009252967000,d74adea29cf7,rasp0,-66.5,-57,
rssi,1675254009756598000,d74adea29cf7,rasp0,-65.7,-59,
rssi,1675254010767982000,d74adea29cf7,rasp0,-65.3,-60,
rssi,1675254011215813000,d74adea29cf7,rasp0,-66,-69,
rssi,1675254011721011000,d74adea29cf7,rasp0,-66.1,-77,
rssi,1675254012724005000,d74adea29cf7,rasp0,-65.9,-77,
rssi,1675254013730979000,d74adea29cf7,rasp0,-64.1,-61,
rssi,1675254014741977000,d74adea29cf7,rasp0,-65.3,-75,
rssi,1675254016247721000,d74adea29cf7,rasp0,-66.3,-70,
rssi,1675254016723271000,d74adea29cf7,rasp0,-67.2,-67,
rssi,1675254017225273000,d74adea29cf7,rasp0,-68.2,-67,
rssi,1675254019747191000,d74adea29cf7,rasp0,-69,-67,
rssi,1675254020255266000,d74adea29cf7,rasp0,-69.4,-64,
rssi,1675254021726619000,d74adea29cf7,rasp0,-68.7,-62,
rssi,1675254022229380000,d74adea29cf7,rasp0,-67.3,-63,
rssi,1675254022731386000,d74adea29cf7,rasp0,-65.8,-62,
rssi,1675254023236460000,d74adea29cf7,rasp0,-66.2,-65,
rssi,1675254025785607000,d74adea29cf7,rasp0,-66,-73,
rssi,1675254026215730000,d74adea29cf7,rasp0,-66.3,-73,
rssi,1675254028749073000,d74adea29cf7,rasp0,-66.9,-73,
rssi,1675254029255355000,d74adea29cf7,rasp0,-67.1,-69,
